Date,Open,High,Low,Close,Volume
2011-01-03,1257.6199951172,1276.1700439453,1257.6199951172,1271.8699951172,4286670000.0
2011-01-04,1272.9499511719,1274.1199951172,1262.6600341797,1270.1999511719,4796420000.0
2011-01-05,1268.7800292969,1277.6300048828,1265.3599853516,1276.5600585938,4764920000.0
2011-01-06,1276.2900390625,1278.1700439453,1270.4300537109,1273.8499755859,4844100000.0
2011-01-07,1274.4100341797,1276.8299560547,1261.6999511719,1271.5,4963110000.0
2011-01-10,1270.8399658203,1271.5200195312,1262.1800537109,1269.75,4036450000.0
2011-01-11,1272.5799560547,1277.25,1269.6199951172,1274.4799804688,4050750000.0
2011-01-12,1275.6500244141,1286.8699951172,1275.6500244141,1285.9599609375,4226940000.0
2011-01-13,1285.7800292969,1286.6999511719,1280.4699707031,1283.7600097656,4310840000.0
2011-01-14,1282.9000244141,1293.2399902344,1281.2399902344,1293.2399902344,4661590000.0
2011-01-18,1293.2199707031,1296.0600585938,1290.1600341797,1295.0200195312,5284990000.0
2011-01-19,1294.5200195312,1294.5999755859,1278.9200439453,1281.9200439453,4743710000.0
2011-01-20,1280.8499755859,1283.3499755859,1271.2600097656,1280.2600097656,4935320000.0
2011-01-21,1283.6300048828,1291.2099609375,1282.0699462891,1283.3499755859,4935320000.0
2011-01-24,1283.2900390625,1291.9300537109,1282.4699707031,1290.8399658203,3902470000.0
2011-01-25,1288.1700439453,1291.2600097656,1281.0699462891,1291.1800537109,4595380000.0
2011-01-26,1291.9699707031,1299.7399902344,1291.9699707031,1296.6300048828,4730980000.0
2011-01-27,1297.5100097656,1301.2900390625,1294.4100341797,1299.5400390625,4309190000.0
2011-01-28,1299.6300048828,1302.6700439453,1275.0999755859,1276.3399658203,5618630000.0
2011-01-31,1276.5,1287.1700439453,1276.5,1286.1199951172,4167160000.0
2011-02-01,1289.1400146484,1308.8599853516,1289.1400146484,1307.5899658203,5164500000.0
2011-02-02,1305.9100341797,1307.6099853516,1302.6199951172,1304.0300292969,4098260000.0
2011-02-03,1302.7700195312,1308.5999755859,1294.8299560547,1307.0999755859,4370990000.0
2011-02-04,1307.0100097656,1311.0,1301.6700439453,1310.8699951172,3925950000.0
2011-02-07,1311.8499755859,1322.8499755859,1311.8499755859,1319.0500488281,3902270000.0
2011-02-08,1318.7600097656,1324.8699951172,1316.0300292969,1324.5699462891,3881530000.0
2011-02-09,1322.4799804688,1324.5400390625,1314.8900146484,1320.8800048828,3922240000.0
2011-02-10,1318.1300048828,1322.7800292969,1311.7399902344,1321.8699951172,4184610000.0
2011-02-11,1318.6600341797,1330.7900390625,1316.0799560547,1329.1500244141,4219300000.0
2011-02-14,1328.7299804688,1332.9599609375,1326.9000244141,1332.3199462891,3567040000.0
2011-02-15,1330.4300537109,1330.4300537109,1324.6099853516,1328.0100097656,3926860000.0
2011-02-16,1329.5100097656,1337.6099853516,1329.5100097656,1336.3199462891,1966450000.0
2011-02-17,1334.3699951172,1341.5,1331.0,1340.4300537109,1966450000.0
2011-02-18,1340.3800048828,1344.0699462891,1338.1199951172,1343.0100097656,1162310000.0
2011-02-22,1338.9100341797,1338.9100341797,1312.3299560547,1315.4399414062,1322780000.0
2011-02-23,1315.4399414062,1317.9100341797,1299.5500488281,1307.4000244141,1330340000.0
2011-02-24,1307.0899658203,1310.9100341797,1294.2600097656,1306.0999755859,1222900000.0
2011-02-25,1307.3399658203,1320.6099853516,1307.3399658203,1319.8800048828,3836030000.0
2011-02-28,1321.6099853516,1329.3800048828,1320.5500488281,1327.2199707031,1252850000.0
2011-03-01,1328.6400146484,1332.0899658203,1306.1400146484,1306.3299560547,1180420000.0
2011-03-02,1305.4699707031,1314.1899414062,1302.5799560547,1308.4399414062,1025000000.0
2011-03-03,1312.3699951172,1332.2800292969,1312.3699951172,1330.9699707031,4340470000.0
2011-03-04,1330.7299804688,1331.0799560547,1312.5899658203,1321.1500244141,4223740000.0
2011-03-07,1322.7199707031,1327.6800537109,1303.9899902344,1310.1300048828,3964730000.0
2011-03-08,1311.0500488281,1325.7399902344,1306.8599853516,1321.8199462891,4531420000.0
2011-03-09,1319.9200439453,1323.2099609375,1312.2700195312,1320.0200195312,3709520000.0
2011-03-10,1315.7199707031,1315.7199707031,1294.2099609375,1295.1099853516,4723020000.0
2011-03-11,1293.4300537109,1308.3499755859,1291.9899902344,1304.2800292969,3740400000.0
2011-03-14,1301.1899414062,1301.1899414062,1286.3699951172,1296.3900146484,4050370000.0
2011-03-15,1288.4599609375,1288.4599609375,1261.1199951172,1281.8699951172,5201400000.0
2011-03-16,1279.4599609375,1280.9100341797,1249.0500488281,1256.8800048828,5833000000.0
2011-03-17,1261.6099853516,1278.8800048828,1261.6099853516,1273.7199707031,4134950000.0
2011-03-18,1276.7099609375,1288.8800048828,1276.1800537109,1279.2099609375,4685500000.0
2011-03-21,1281.6500244141,1300.5799560547,1281.6500244141,1298.3800048828,4223730000.0
2011-03-22,1298.2900390625,1299.3499755859,1292.6999511719,1293.7700195312,3576550000.0
2011-03-23,1292.1899414062,1300.5100097656,1284.0500488281,1297.5400390625,3842350000.0
2011-03-24,1300.6099853516,1311.3399658203,1297.7399902344,1309.6600341797,4223740000.0
2011-03-25,1311.8000488281,1319.1800537109,1310.1500244141,1313.8000488281,4223740000.0
2011-03-28,1315.4499511719,1319.7399902344,1310.1899414062,1310.1899414062,3215170000.0
2011-03-29,1309.3699951172,1319.4499511719,1305.2600097656,1319.4399414062,3482580000.0
2011-03-30,1321.8900146484,1331.7399902344,1321.8900146484,1328.2600097656,3809570000.0
2011-03-31,1327.4399414062,1329.7700195312,1325.0300292969,1325.8299560547,3566270000.0
2011-04-01,1329.4799804688,1337.8499755859,1328.8900146484,1332.4100341797,4223740000.0
2011-04-04,1333.5600585938,1336.7399902344,1329.0999755859,1332.8699951172,4223740000.0
2011-04-05,1332.0300292969,1338.2099609375,1330.0300292969,1332.6300048828,3852280000.0
2011-04-06,1335.9399414062,1339.3800048828,1331.0899658203,1335.5400390625,4223740000.0
2011-04-07,1334.8199462891,1338.8000488281,1326.5600585938,1333.5100097656,4005600000.0
2011-04-08,1336.1600341797,1339.4599609375,1322.9399414062,1328.1700439453,3582810000.0
2011-04-11,1329.0100097656,1333.7700195312,1321.0600585938,1324.4599609375,3478970000.0
2011-04-12,1321.9599609375,1321.9599609375,1309.5100097656,1314.1600341797,4275490000.0
2011-04-13,1314.0300292969,1321.3499755859,1309.1899414062,1314.4100341797,3850860000.0
2011-04-14,1311.1300048828,1316.7900390625,1302.4200439453,1314.5200195312,3872630000.0
2011-04-15,1314.5400390625,1322.8800048828,1313.6800537109,1319.6800537109,4223740000.0
2011-04-18,1313.3499755859,1313.3499755859,1294.6999511719,1305.1400146484,4223740000.0
2011-04-19,1305.9899902344,1312.6999511719,1303.9699707031,1312.6199951172,3886300000.0
2011-04-20,1319.1199951172,1332.6600341797,1319.1199951172,1330.3599853516,4236280000.0
2011-04-21,1333.2299804688,1337.4899902344,1332.8299560547,1337.3800048828,3587240000.0
2011-04-25,1337.1400146484,1337.5500488281,1331.4699707031,1335.25,2142130000.0
2011-04-26,1336.75,1349.5500488281,1336.75,1347.2399902344,3908060000.0
2011-04-27,1348.4300537109,1357.4899902344,1344.25,1355.6600341797,4051570000.0
2011-04-28,1353.8599853516,1361.7099609375,1353.5999755859,1360.4799804688,4036820000.0
2011-04-29,1360.1400146484,1364.5600585938,1358.6899414062,1363.6099853516,3479070000.0
2011-05-02,1365.2099609375,1370.5799560547,1358.5899658203,1361.2199707031,3846250000.0
2011-05-03,1359.7600097656,1360.8399658203,1349.5200195312,1356.6199951172,4223740000.0
2011-05-04,1355.9000244141,1355.9000244141,1341.5,1347.3199462891,4223740000.0
2011-05-05,1344.1600341797,1348.0,1329.1700439453,1335.0999755859,3846250000.0
2011-05-06,1340.2399902344,1354.3599853516,1335.5799560547,1340.1999511719,4223740000.0
2011-05-09,1340.1999511719,1349.4399414062,1338.6400146484,1346.2900390625,4265250000.0
2011-05-10,1348.3399658203,1359.4399414062,1348.3399658203,1357.1600341797,4223740000.0
2011-05-11,1354.5100097656,1354.5100097656,1336.3599853516,1342.0799560547,3846250000.0
2011-05-12,1339.3900146484,1351.0500488281,1332.0300292969,1348.6500244141,3777210000.0
2011-05-13,1348.6899414062,1350.4699707031,1333.3599853516,1337.7700195312,3426660000.0
2011-05-16,1334.7700195312,1343.3299560547,1327.3199462891,1329.4699707031,3846250000.0
2011-05-17,1326.0999755859,1330.4200439453,1318.5100097656,1328.9799804688,4053970000.0
2011-05-18,1328.5400390625,1341.8199462891,1326.5899658203,1340.6800537109,3922030000.0
2011-05-19,1342.4000244141,1346.8199462891,1336.3599853516,1343.5999755859,3626110000.0
2011-05-20,1342.0,1342.0,1330.6700439453,1333.2700195312,4066020000.0
2011-05-23,1333.0699462891,1333.0699462891,1312.8800048828,1317.3699951172,3255580000.0
2011-05-24,1317.6999511719,1323.7199707031,1313.8699951172,1316.2800292969,3846250000.0
2011-05-25,1316.3599853516,1325.8599853516,1311.8000488281,1320.4699707031,4109670000.0
